DATAFLOW,LAST UPDATE,freq,age,unit,sex,indic_em,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,1999,69.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2000,69.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2001,68.8,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2002,69.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2003,70.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2004,71.3,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2005,71.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2006,71.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2007,71.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2008,71.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2009,72.5,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2010,73.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2011,72.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2012,72.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2013,72.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2014,72.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2015,73.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2016,73.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2017,73.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2018,73.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2019,74.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2020,73.1,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2021,73.4,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2022,75.6,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,2023,75.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,1997,63.3,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,1998,63.9,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,1999,64.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2000,65.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2001,64.9,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2002,65.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2003,66.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2004,65.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2005,66.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2006,67.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2007,67.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2008,66.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2009,66.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2010,67.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2011,67.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2012,69.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2013,70.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2014,72.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2015,73.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2016,75.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2017,76.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2018,77.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2019,78.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2020,78.4,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2021,82.1,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2022,83.2,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Hungary,2023,84.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2003,87.6,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2004,86.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2005,87.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2006,88.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2007,88.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2008,87.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2009,86.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2010,86.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2011,86.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2012,86.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2013,86.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2014,88.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2015,89.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2016,90.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2017,89.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2018,88.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2019,88.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2020,86.8,b,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2021,86.4,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2022,87.8,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Iceland,2023,88.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,1993,67.5,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,1994,68.5,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,1995,68.9,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,1996,69.7,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,1997,70.1,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,1998,72.9,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,1999,74.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2000,74.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2001,75.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2002,75.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2003,75.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2004,76.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2005,77.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2006,78.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2007,78.7,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2008,78.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2009,77.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2010,76.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2011,75.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2012,75.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2013,76.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2014,77.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2015,77.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2016,77.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2017,78.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2018,78.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2019,78.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2020,77.4,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2021,79.5,b,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2022,81.6,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Ireland,2023,82.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,1993,62.2,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,1994,61.8,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,1995,61.6,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,1996,61.8,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,1997,62.0,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,1998,62.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,1999,63.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2000,63.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2001,64.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2002,65.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2003,65.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2004,66.7,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2005,66.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2006,66.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2007,66.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2008,67.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2009,66.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2010,66.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2011,66.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2012,67.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2013,67.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2014,68.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2015,68.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2016,69.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2017,70.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2018,70.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2019,70.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2020,68.8,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2021,69.3,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2022,70.4,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Italy,2023,71.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,1997,75.9,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,1998,75.6,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,1999,74.7,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2000,74.0,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2001,74.6,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2002,75.7,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2003,76.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2004,76.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2005,76.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2006,78.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2007,79.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2008,81.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2009,80.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2010,79.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2011,79.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2012,80.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2013,79.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2014,79.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2015,80.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Latvia,2016,81.2,,
