DATAFLOW,LAST UPDATE,freq,sex,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,North Macedonia,2017,25.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,North Macedonia,2018,24.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,North Macedonia,2019,25.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,North Macedonia,2020,26.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2009,38.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2010,39.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2011,40.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2012,42.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2013,41.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2014,42.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2015,43.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2016,42.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2017,41.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2018,41.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2019,40.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2020,42.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2021,42.8,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2022,43.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2023,41.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Malta,2024,41.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2009,36.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2010,36.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2011,36.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2012,36.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2013,38,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2014,38.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2015,38.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2016,37.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2017,37.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2018,38,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2019,37.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2020,38.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2021,43.1,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2022,44.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2023,43.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Netherlands,2024,44.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2009,38.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2010,38.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2011,38.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2012,39.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2013,40,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2014,40.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2015,40,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2016,39.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2017,40.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2018,40.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2019,39.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2020,40.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2021,41.5,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2022,41.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2023,41.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Norway,2024,41.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2009,28,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2010,28.5,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2011,28.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2012,28.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2013,29.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2014,29.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2015,29.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2016,29.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2017,29.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2018,29.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2019,30,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2020,30.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2021,31.3,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2022,31.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2023,33.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Poland,2024,34,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2009,28.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2010,28.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2011,29.6,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2012,30.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2013,30.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2014,32,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2015,32.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2016,32.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2017,31.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2018,33,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2019,33,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2020,34,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2021,36.6,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2022,35.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2023,34.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Portugal,2024,35.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2009,19.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2010,19.8,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2011,20.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2012,20.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2013,19.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2014,19.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2015,20.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2016,21.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2017,21.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2018,21.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2019,21.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2020,21.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2021,23.3,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2022,23.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2023,22.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Romania,2024,23.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2010,26.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2011,27,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2012,26.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2013,26.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2014,27.9,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2015,27.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2016,26.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2017,26.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2018,27.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2019,27.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2020,27.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2021,29.4,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2022,30,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2023,30.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Serbia,2024,31.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2009,42.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2010,42.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2011,42.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2012,43.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2013,43.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2014,43.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2015,44.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2016,44.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2017,45.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2018,45.8,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2019,46.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2020,47.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2021,49.1,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2022,50.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2023,50.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Sweden,2024,50.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2009,31.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2010,32.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2011,33.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2012,34.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2013,34,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2014,34.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2015,34.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2016,34.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2017,34.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2018,34.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2019,35,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2020,37.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2021,41,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2022,39.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2023,35.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovenia,2024,36.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2009,29.1,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2010,30.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2011,30.5,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2012,29.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2013,30.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2014,30.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2015,30.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2016,30.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2017,31.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2018,31.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2019,31.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2020,33.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2021,33.9,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2022,33.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2023,33.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Slovakia,2024,34.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2009,18.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2010,18.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2011,18.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2012,19.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2013,19.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2014,19.7,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2015,20.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2016,21.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2017,21.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2018,22.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2019,24.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2020,25.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2021,24.8,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2022,24.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Türkiye,2023,25.1,,
