DATAFLOW,LAST UPDATE,freq,cpatc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2019,1.1,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2020,0.77,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2000,0.19,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2001,0.21,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2002,0.2,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2003,0.23,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2004,0.27,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2005,0.29,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2006,0.3,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2007,0.29,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2008,0.41,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2009,0.61,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2010,0.48,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2011,0.5,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2012,0.56,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2013,0.45,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2014,0.31,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2015,0.34,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2016,0.48,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2017,0.47,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2018,0.39,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2019,0.81,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Italy,2020,0.36,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2000,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2001,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2002,0.87,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2003,0.59,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2004,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2005,0.6,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2006,0.7,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2007,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2008,0.31,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2009,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2010,0.65,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2011,0.5,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2012,0.38,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2013,0.34,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2014,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2015,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2016,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2017,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2018,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2019,0.54,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Lithuania,2020,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2000,4.93,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2001,4.53,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2002,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2003,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2004,3.99,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2005,3.42,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2006,3.17,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2007,0.48,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2008,2.31,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2009,10.57,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2010,3.55,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2011,3.22,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2012,5.29,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2013,6.5,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2014,11.9,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2015,6.21,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2016,4.64,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2017,9.63,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2018,3.83,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2019,3.23,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Luxembourg,2020,3.97,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2000,0.42,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2001,0.43,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2002,0.87,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2003,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2004,0.44,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2005,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2006,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2007,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2008,0.03,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2009,1.01,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2010,0.72,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2011,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2012,1.15,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2013,1.99,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2014,0.04,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2015,1.16,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2016,0.51,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2017,0.51,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2018,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2019,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Latvia,2020,0.26,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2000,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2001,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2002,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2003,1.25,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2004,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2005,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2006,0.64,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2007,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2008,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2009,0.29,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2010,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2011,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2012,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2013,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2014,1.73,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2015,2.25,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2016,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2017,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2018,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2019,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Malta,2020,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2000,0.98,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2001,0.82,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2002,0.85,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2003,0.72,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2004,0.48,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2005,1.21,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2006,0.95,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2007,1.1,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2008,0.65,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2009,0.94,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2010,0.68,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2011,1.11,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2012,1.11,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2013,1.06,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2014,1.32,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2015,1.41,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2016,1.42,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2017,1.43,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2018,1.94,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2019,1.93,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Netherlands,2020,0.76,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2000,0.27,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2001,0.24,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2002,0.36,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2003,0.23,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2004,0.34,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2005,0.39,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2006,0.34,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2007,0.23,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2008,0.57,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2009,0.48,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2010,0.91,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2011,0.97,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2012,1.46,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2013,0.97,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2014,0.74,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2015,1.83,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2016,1.17,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2017,0.9,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2018,0.58,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2019,0.53,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Poland,2020,0.46,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2000,0.07,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2001,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2002,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2003,0.08,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2004,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2005,0.45,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2006,0.17,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2007,0.47,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2008,0.07,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2009,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2010,0.24,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2011,0.5,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2012,0.27,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2013,0.29,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2014,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2015,0.48,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2016,0.1,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2017,0.1,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Portugal,2018,0.19,,
