DATAFLOW,LAST UPDATE,freq,sex,age,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2004,34.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2005,34.6,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2006,35.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2007,36.4,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2008,36.6,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2009,37.3,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2010,38.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2011,39.3,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2012,39.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2013,40.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2014,41.8,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2015,42.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2016,43.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2017,43.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2018,44.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2019,46.0,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2020,47.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2021,42.3,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2022,42.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Finland,2023,42.6,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,1993,16.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,1994,17.4,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,1995,18.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,1996,17.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,1997,18.3,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,1998,20.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,1999,20.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2000,21.6,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2001,22.6,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2002,23.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2003,23.9,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2004,24.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2005,25.4,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2006,26.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2007,26.6,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2008,27.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2009,28.4,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2010,28.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2011,29.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2012,30.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2013,32.1,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2014,33.2,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2015,34.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2016,34.6,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2017,35.3,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2018,36.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2019,38.0,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2020,39.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2021,40.7,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2022,41.6,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),France,2023,42.4,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2002,15.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2003,15.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2004,15.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2005,16.0,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2006,16.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2007,15.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2008,16.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2009,17.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2010,18.6,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2011,18.0,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2012,19.3,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2013,20.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2014,21.8,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2015,22.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2016,23.0,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2017,23.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2018,25.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2019,25.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2020,25.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2021,25.6,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2022,26.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Croatia,2023,28.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,1997,12.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,1998,13.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,1999,14.4,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2000,14.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2001,14.0,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2002,14.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2003,15.4,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2004,16.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2005,17.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2006,17.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2007,18.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2008,19.3,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2009,19.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2010,20.0,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2011,21.0,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2012,22.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2013,22.6,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2014,23.4,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2015,24.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2016,23.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2017,24.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2018,25.0,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2019,25.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2020,27.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2021,29.3,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2022,29.4,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Hungary,2023,29.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,1992,16.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,1993,18.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,1994,18.4,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,1995,19.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,1996,22.4,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,1997,22.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,1999,20.3,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2000,22.0,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2001,23.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2002,25.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2003,26.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2004,28.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2005,29.6,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2006,31.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2007,34.3,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2008,35.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2009,37.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2010,38.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2011,39.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2012,40.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2013,42.6,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2014,43.3,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2015,44.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2016,45.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2017,46.5,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2018,46.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2019,47.3,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2020,49.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2021,52.9,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2022,53.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Ireland,2023,54.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,1999,21.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2000,23.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2001,23.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2002,25.6,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2003,28.8,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2004,29.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2005,30.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2006,29.5,u,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2007,30.4,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2008,31.3,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2009,32.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2010,32.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2011,33.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2012,35.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2013,36.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2014,37.3,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2015,39.0,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2016,40.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2017,42.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2018,43.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2019,45.2,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2020,43.7,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2021,42.6,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2022,42.9,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Iceland,2023,44.0,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Italy,1992,6.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Italy,1993,6.8,b,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Italy,1994,7.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Italy,1995,7.4,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Italy,1996,7.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Italy,1997,8.1,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Italy,1998,8.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Italy,1999,9.5,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Italy,2000,9.7,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Italy,2001,9.8,,
ESTAT:EDAT_LFSE_03(1.0),12/12/24 23:00:00,Annual,Total,From 25 to 64 years,Percentage,Tertiary education (levels 5-8),Italy,2002,10.2,,
